draft_id,pack_number,pick_number,card_name,card_name_norm,offered_card_gihwr,is_picked
0433c745-bba7-4005-b265-62a9e8317662,1,6,Cut Propulsion,CUT PROPULSION,0.5579999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,1,7,Zealous Display,ZEALOUS DISPLAY,0.519,0
0433c745-bba7-4005-b265-62a9e8317662,1,7,Cryoshatter,CRYOSHATTER,0.56,0
0433c745-bba7-4005-b265-62a9e8317662,1,7,Fungal Colossus,FUNGAL COLOSSUS,0.555,0
0433c745-bba7-4005-b265-62a9e8317662,1,7,Wurmwall Sweeper,WURMWALL SWEEPER,0.537,0
0433c745-bba7-4005-b265-62a9e8317662,1,7,Sami's Curiosity,SAMI'S CURIOSITY,0.54,0
0433c745-bba7-4005-b265-62a9e8317662,1,7,Blade of the Swarm,BLADE OF THE SWARM,0.527,0
0433c745-bba7-4005-b265-62a9e8317662,1,7,Cosmogoyf,COSMOGOYF,,0
0433c745-bba7-4005-b265-62a9e8317662,1,8,Red Tiger Mechan,RED TIGER MECHAN,0.49700000000000005,0
0433c745-bba7-4005-b265-62a9e8317662,1,8,Dockworker Drone,DOCKWORKER DRONE,0.5429999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,1,8,Illvoi Light Jammer,ILLVOI LIGHT JAMMER,0.552,0
0433c745-bba7-4005-b265-62a9e8317662,1,8,Biosynthic Burst,BIOSYNTHIC BURST,0.5710000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,1,8,Hemosymbic Mite,HEMOSYMBIC MITE,0.5379999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,1,8,Vaultguard Trooper,VAULTGUARD TROOPER,0.537,0
0433c745-bba7-4005-b265-62a9e8317662,1,9,Kavaron Turbodrone,KAVARON TURBODRONE,0.516,0
0433c745-bba7-4005-b265-62a9e8317662,1,9,Weftblade Enhancer,WEFTBLADE ENHANCER,0.534,0
0433c745-bba7-4005-b265-62a9e8317662,1,9,Biosynthic Burst,BIOSYNTHIC BURST,0.5710000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,1,9,Dockworker Drone,DOCKWORKER DRONE,0.5429999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,1,9,Gravblade Heavy,GRAVBLADE HEAVY,0.506,0
0433c745-bba7-4005-b265-62a9e8317662,1,10,Drix Fatemaker,DRIX FATEMAKER,0.5379999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,1,10,Squire's Lightblade,SQUIRE'S LIGHTBLADE,0.535,0
0433c745-bba7-4005-b265-62a9e8317662,1,10,Bombard,BOMBARD,0.54,0
0433c745-bba7-4005-b265-62a9e8317662,1,10,Remnant Elemental,REMNANT ELEMENTAL,0.527,0
0433c745-bba7-4005-b265-62a9e8317662,1,11,Thawbringer,THAWBRINGER,0.555,0
0433c745-bba7-4005-b265-62a9e8317662,1,11,Flight-Deck Coordinator,FLIGHT-DECK COORDINATOR,0.54,0
0433c745-bba7-4005-b265-62a9e8317662,1,11,Nebula Dragon,NEBULA DRAGON,0.563,0
0433c745-bba7-4005-b265-62a9e8317662,1,12,Brightspear Zealot,BRIGHTSPEAR ZEALOT,0.5329999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,1,12,Dual-Sun Technique,DUAL-SUN TECHNIQUE,0.512,0
0433c745-bba7-4005-b265-62a9e8317662,1,13,Slagdrill Scrapper,SLAGDRILL SCRAPPER,0.537,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Kavaron Skywarden,KAVARON SKYWARDEN,0.514,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Comet Crawler,COMET CRAWLER,0.537,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Slagdrill Scrapper,SLAGDRILL SCRAPPER,0.537,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Brightspear Zealot,BRIGHTSPEAR ZEALOT,0.5329999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Thawbringer,THAWBRINGER,0.555,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Cryogen Relic,CRYOGEN RELIC,0.5920000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Nutrient Block,NUTRIENT BLOCK,0.5479999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Lightless Evangel,LIGHTLESS EVANGEL,0.54,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Memorial Team Leader,MEMORIAL TEAM LEADER,0.532,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Larval Scoutlander,LARVAL SCOUTLANDER,0.591,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Codecracker Hound,CODECRACKER HOUND,0.598,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Wedgelight Rammer,WEDGELIGHT RAMMER,0.5429999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,1,Thrumming Hivepool,THRUMMING HIVEPOOL,0.5770000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,2,2,Luxknight Breacher,LUXKNIGHT BREACHER,0.518,0
0433c745-bba7-4005-b265-62a9e8317662,2,2,Selfcraft Mechan,SELFCRAFT MECHAN,0.565,0
0433c745-bba7-4005-b265-62a9e8317662,2,2,Kav Landseeker,KAV LANDSEEKER,0.56,0
0433c745-bba7-4005-b265-62a9e8317662,2,2,Skystinger,SKYSTINGER,0.529,0
0433c745-bba7-4005-b265-62a9e8317662,2,2,Decode Transmissions,DECODE TRANSMISSIONS,0.526,0
0433c745-bba7-4005-b265-62a9e8317662,2,2,Zealous Display,ZEALOUS DISPLAY,0.519,0
0433c745-bba7-4005-b265-62a9e8317662,2,2,Lost in Space,LOST IN SPACE,0.562,0
0433c745-bba7-4005-b265-62a9e8317662,2,2,Sami's Curiosity,SAMI'S CURIOSITY,0.54,0
0433c745-bba7-4005-b265-62a9e8317662,2,2,Atmospheric Greenhouse,ATMOSPHERIC GREENHOUSE,0.506,0
0433c745-bba7-4005-b265-62a9e8317662,2,2,Territorial Bruntar,TERRITORIAL BRUNTAR,0.5589999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,2,Desculpting Blast,DESCULPTING BLAST,0.5720000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,2,2,Terminal Velocity,TERMINAL VELOCITY,0.462,0
0433c745-bba7-4005-b265-62a9e8317662,2,3,Cryogen Relic,CRYOGEN RELIC,0.5920000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,2,3,Biosynthic Burst,BIOSYNTHIC BURST,0.5710000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,2,3,Melded Moxite,MELDED MOXITE,0.5579999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,3,Squire's Lightblade,SQUIRE'S LIGHTBLADE,0.535,0
0433c745-bba7-4005-b265-62a9e8317662,2,3,Temporal Intervention,TEMPORAL INTERVENTION,0.505,0
0433c745-bba7-4005-b265-62a9e8317662,2,3,Blooming Stinger,BLOOMING STINGER,0.5539999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,3,Pulsar Squadron Ace,PULSAR SQUADRON ACE,0.5589999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,3,Illvoi Infiltrator,ILLVOI INFILTRATOR,0.545,0
0433c745-bba7-4005-b265-62a9e8317662,2,3,Roving Actuator,ROVING ACTUATOR,0.526,0
0433c745-bba7-4005-b265-62a9e8317662,2,3,Hemosymbic Mite,HEMOSYMBIC MITE,0.5379999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,3,Eusocial Engineering,EUSOCIAL ENGINEERING,0.57,0
0433c745-bba7-4005-b265-62a9e8317662,2,4,Cryoshatter,CRYOSHATTER,0.56,0
0433c745-bba7-4005-b265-62a9e8317662,2,4,Pinnacle Kill-Ship,PINNACLE KILL-SHIP,0.5660000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,2,4,Focus Fire,FOCUS FIRE,0.57,0
0433c745-bba7-4005-b265-62a9e8317662,2,4,Thaumaton Torpedo,THAUMATON TORPEDO,0.494,0
0433c745-bba7-4005-b265-62a9e8317662,2,4,Germinating Wurm,GERMINATING WURM,0.5589999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,4,Decode Transmissions,DECODE TRANSMISSIONS,0.526,0
0433c745-bba7-4005-b265-62a9e8317662,2,4,Survey Mechan,SURVEY MECHAN,0.562,0
0433c745-bba7-4005-b265-62a9e8317662,2,4,Uthros Psionicist,UTHROS PSIONICIST,0.573,0
0433c745-bba7-4005-b265-62a9e8317662,2,4,Susurian Voidborn,SUSURIAN VOIDBORN,0.555,0
0433c745-bba7-4005-b265-62a9e8317662,2,4,Cathedral of War,CATHEDRAL OF WAR,0.5589999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,5,Starport Security,STARPORT SECURITY,0.536,0
0433c745-bba7-4005-b265-62a9e8317662,2,5,Kavaron Turbodrone,KAVARON TURBODRONE,0.516,0
0433c745-bba7-4005-b265-62a9e8317662,2,5,Meltstrider's Gear,MELTSTRIDER'S GEAR,0.48700000000000004,0
0433c745-bba7-4005-b265-62a9e8317662,2,5,Kav Landseeker,KAV LANDSEEKER,0.56,0
0433c745-bba7-4005-b265-62a9e8317662,2,5,Intrepid Tenderfoot,INTREPID TENDERFOOT,0.544,0
0433c745-bba7-4005-b265-62a9e8317662,2,5,Illvoi Light Jammer,ILLVOI LIGHT JAMMER,0.552,0
0433c745-bba7-4005-b265-62a9e8317662,2,5,Banishing Light,BANISHING LIGHT,0.581,0
0433c745-bba7-4005-b265-62a9e8317662,2,5,All-Fates Scroll,ALL-FATES SCROLL,0.544,0
0433c745-bba7-4005-b265-62a9e8317662,2,5,"Dyadrine, Synthesis Amalgam","DYADRINE, SYNTHESIS AMALGAM",0.5770000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,2,6,Fungal Colossus,FUNGAL COLOSSUS,0.555,0
0433c745-bba7-4005-b265-62a9e8317662,2,6,Plasma Bolt,PLASMA BOLT,0.552,0
0433c745-bba7-4005-b265-62a9e8317662,2,6,Thaumaton Torpedo,THAUMATON TORPEDO,0.494,0
0433c745-bba7-4005-b265-62a9e8317662,2,6,Mechan Shieldmate,MECHAN SHIELDMATE,0.526,0
0433c745-bba7-4005-b265-62a9e8317662,2,6,Galactic Wayfarer,GALACTIC WAYFARER,0.584,0
0433c745-bba7-4005-b265-62a9e8317662,2,6,Bombard,BOMBARD,0.54,0
0433c745-bba7-4005-b265-62a9e8317662,2,6,Virulent Silencer,VIRULENT SILENCER,0.5,0
0433c745-bba7-4005-b265-62a9e8317662,2,6,Ruinous Rampage,RUINOUS RAMPAGE,0.43,0
0433c745-bba7-4005-b265-62a9e8317662,2,7,Dark Endurance,DARK ENDURANCE,0.521,0
0433c745-bba7-4005-b265-62a9e8317662,2,7,Wurmwall Sweeper,WURMWALL SWEEPER,0.537,0
0433c745-bba7-4005-b265-62a9e8317662,2,7,Temporal Intervention,TEMPORAL INTERVENTION,0.505,0
0433c745-bba7-4005-b265-62a9e8317662,2,7,Plasma Bolt,PLASMA BOLT,0.552,0
0433c745-bba7-4005-b265-62a9e8317662,2,7,Mechan Shieldmate,MECHAN SHIELDMATE,0.526,0
0433c745-bba7-4005-b265-62a9e8317662,2,7,Annul,ANNUL,0.51,0
0433c745-bba7-4005-b265-62a9e8317662,2,7,Kavaron Harrier,KAVARON HARRIER,0.562,0
0433c745-bba7-4005-b265-62a9e8317662,2,8,Gene Pollinator,GENE POLLINATOR,0.5720000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,2,8,Oreplate Pangolin,OREPLATE PANGOLIN,0.536,0
0433c745-bba7-4005-b265-62a9e8317662,2,8,Red Tiger Mechan,RED TIGER MECHAN,0.49700000000000005,0
0433c745-bba7-4005-b265-62a9e8317662,2,8,Nutrient Block,NUTRIENT BLOCK,0.5479999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,8,Roving Actuator,ROVING ACTUATOR,0.526,0
0433c745-bba7-4005-b265-62a9e8317662,2,8,Echoing Deeps,ECHOING DEEPS,,0
0433c745-bba7-4005-b265-62a9e8317662,2,9,Kavaron Skywarden,KAVARON SKYWARDEN,0.514,0
0433c745-bba7-4005-b265-62a9e8317662,2,9,Brightspear Zealot,BRIGHTSPEAR ZEALOT,0.5329999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,9,Thawbringer,THAWBRINGER,0.555,0
0433c745-bba7-4005-b265-62a9e8317662,2,9,Nutrient Block,NUTRIENT BLOCK,0.5479999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,9,Memorial Team Leader,MEMORIAL TEAM LEADER,0.532,0
0433c745-bba7-4005-b265-62a9e8317662,2,10,Kav Landseeker,KAV LANDSEEKER,0.56,0
0433c745-bba7-4005-b265-62a9e8317662,2,10,Skystinger,SKYSTINGER,0.529,0
0433c745-bba7-4005-b265-62a9e8317662,2,10,Sami's Curiosity,SAMI'S CURIOSITY,0.54,0
0433c745-bba7-4005-b265-62a9e8317662,2,10,Territorial Bruntar,TERRITORIAL BRUNTAR,0.5589999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,11,Biosynthic Burst,BIOSYNTHIC BURST,0.5710000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,2,11,Melded Moxite,MELDED MOXITE,0.5579999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,11,Hemosymbic Mite,HEMOSYMBIC MITE,0.5379999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,12,Thaumaton Torpedo,THAUMATON TORPEDO,0.494,0
0433c745-bba7-4005-b265-62a9e8317662,2,12,Cathedral of War,CATHEDRAL OF WAR,0.5589999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,2,13,Meltstrider's Gear,MELTSTRIDER'S GEAR,0.48700000000000004,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,Biosynthic Burst,BIOSYNTHIC BURST,0.5710000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,Command Bridge,COMMAND BRIDGE,0.525,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,Illvoi Galeblade,ILLVOI GALEBLADE,0.546,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,Rig for War,RIG FOR WAR,0.507,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,Starfighter Pilot,STARFIGHTER PILOT,0.541,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,Gravblade Heavy,GRAVBLADE HEAVY,0.506,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,Germinating Wurm,GERMINATING WURM,0.5589999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,Sunstar Expansionist,SUNSTAR EXPANSIONIST,0.574,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,Pulsar Squadron Ace,PULSAR SQUADRON ACE,0.5589999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,"Tannuk, Memorial Ensign","TANNUK, MEMORIAL ENSIGN",0.56,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,All-Fates Scroll,ALL-FATES SCROLL,0.544,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,Roving Actuator,ROVING ACTUATOR,0.526,0
0433c745-bba7-4005-b265-62a9e8317662,3,1,Space-Time Anomaly,SPACE-TIME ANOMALY,0.561,0
0433c745-bba7-4005-b265-62a9e8317662,3,2,Lost in Space,LOST IN SPACE,0.562,0
0433c745-bba7-4005-b265-62a9e8317662,3,2,Rig for War,RIG FOR WAR,0.507,0
0433c745-bba7-4005-b265-62a9e8317662,3,2,Flight-Deck Coordinator,FLIGHT-DECK COORDINATOR,0.54,0
0433c745-bba7-4005-b265-62a9e8317662,3,2,Slagdrill Scrapper,SLAGDRILL SCRAPPER,0.537,0
0433c745-bba7-4005-b265-62a9e8317662,3,2,Temporal Intervention,TEMPORAL INTERVENTION,0.505,0
0433c745-bba7-4005-b265-62a9e8317662,3,2,Mental Modulation,MENTAL MODULATION,0.534,0
0433c745-bba7-4005-b265-62a9e8317662,3,2,Blooming Stinger,BLOOMING STINGER,0.5539999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,3,2,Invasive Maneuvers,INVASIVE MANEUVERS,0.557,0
0433c745-bba7-4005-b265-62a9e8317662,3,2,Tapestry Warden,TAPESTRY WARDEN,0.5379999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,3,2,Larval Scoutlander,LARVAL SCOUTLANDER,0.591,0
0433c745-bba7-4005-b265-62a9e8317662,3,2,Galvanizing Sawship,GALVANIZING SAWSHIP,0.498,0
0433c745-bba7-4005-b265-62a9e8317662,3,2,Biotech Specialist,BIOTECH SPECIALIST,0.599,0
0433c745-bba7-4005-b265-62a9e8317662,3,3,Nebula Dragon,NEBULA DRAGON,0.563,0
0433c745-bba7-4005-b265-62a9e8317662,3,3,Intrepid Tenderfoot,INTREPID TENDERFOOT,0.544,0
0433c745-bba7-4005-b265-62a9e8317662,3,3,Cryoshatter,CRYOSHATTER,0.56,0
0433c745-bba7-4005-b265-62a9e8317662,3,3,Insatiable Skittermaw,INSATIABLE SKITTERMAW,0.518,0
0433c745-bba7-4005-b265-62a9e8317662,3,3,Orbital Plunge,ORBITAL PLUNGE,0.5720000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,3,3,Starport Security,STARPORT SECURITY,0.536,0
0433c745-bba7-4005-b265-62a9e8317662,3,3,Illvoi Light Jammer,ILLVOI LIGHT JAMMER,0.552,0
0433c745-bba7-4005-b265-62a9e8317662,3,3,Chrome Companion,CHROME COMPANION,0.531,0
0433c745-bba7-4005-b265-62a9e8317662,3,3,Monoist Sentry,MONOIST SENTRY,0.531,0
0433c745-bba7-4005-b265-62a9e8317662,3,3,Honored Knight-Captain,HONORED KNIGHT-CAPTAIN,0.563,0
0433c745-bba7-4005-b265-62a9e8317662,3,3,Mechan Navigator,MECHAN NAVIGATOR,0.5529999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,3,4,Gene Pollinator,GENE POLLINATOR,0.5720000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,3,4,Dark Endurance,DARK ENDURANCE,0.521,0
0433c745-bba7-4005-b265-62a9e8317662,3,4,Lost in Space,LOST IN SPACE,0.562,0
0433c745-bba7-4005-b265-62a9e8317662,3,4,Icecave Crasher,ICECAVE CRASHER,0.5589999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,3,4,Focus Fire,FOCUS FIRE,0.57,0
0433c745-bba7-4005-b265-62a9e8317662,3,4,Temporal Intervention,TEMPORAL INTERVENTION,0.505,0
0433c745-bba7-4005-b265-62a9e8317662,3,4,Illvoi Galeblade,ILLVOI GALEBLADE,0.546,0
0433c745-bba7-4005-b265-62a9e8317662,3,4,"Syr Vondam, the Lucent","SYR VONDAM, THE LUCENT",0.5770000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,3,4,Territorial Bruntar,TERRITORIAL BRUNTAR,0.5589999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,3,4,Codecracker Hound,CODECRACKER HOUND,0.598,0
0433c745-bba7-4005-b265-62a9e8317662,3,5,Sinister Cryologist,SINISTER CRYOLOGIST,0.48700000000000004,0
0433c745-bba7-4005-b265-62a9e8317662,3,5,Squire's Lightblade,SQUIRE'S LIGHTBLADE,0.535,0
0433c745-bba7-4005-b265-62a9e8317662,3,5,Illvoi Operative,ILLVOI OPERATIVE,0.54,0
0433c745-bba7-4005-b265-62a9e8317662,3,5,Gene Pollinator,GENE POLLINATOR,0.5720000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,3,5,Zealous Display,ZEALOUS DISPLAY,0.519,0
0433c745-bba7-4005-b265-62a9e8317662,3,5,Seedship Impact,SEEDSHIP IMPACT,0.5760000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,3,5,Kavaron Harrier,KAVARON HARRIER,0.562,0
0433c745-bba7-4005-b265-62a9e8317662,3,5,Station Monitor,STATION MONITOR,0.5920000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,3,5,Pinnacle Starcage,PINNACLE STARCAGE,0.47,0
0433c745-bba7-4005-b265-62a9e8317662,3,6,Focus Fire,FOCUS FIRE,0.57,0
0433c745-bba7-4005-b265-62a9e8317662,3,6,Meltstrider's Gear,MELTSTRIDER'S GEAR,0.48700000000000004,0
0433c745-bba7-4005-b265-62a9e8317662,3,6,Kavaron Skywarden,KAVARON SKYWARDEN,0.514,0
0433c745-bba7-4005-b265-62a9e8317662,3,6,Illvoi Galeblade,ILLVOI GALEBLADE,0.546,0
0433c745-bba7-4005-b265-62a9e8317662,3,6,Weftblade Enhancer,WEFTBLADE ENHANCER,0.534,0
0433c745-bba7-4005-b265-62a9e8317662,3,6,Steelswarm Operator,STEELSWARM OPERATOR,0.525,0
0433c745-bba7-4005-b265-62a9e8317662,3,6,Full Bore,FULL BORE,0.511,0
0433c745-bba7-4005-b265-62a9e8317662,3,6,Space-Time Anomaly,SPACE-TIME ANOMALY,0.561,0
0433c745-bba7-4005-b265-62a9e8317662,3,7,Weftblade Enhancer,WEFTBLADE ENHANCER,0.534,0
0433c745-bba7-4005-b265-62a9e8317662,3,7,Illvoi Galeblade,ILLVOI GALEBLADE,0.546,0
0433c745-bba7-4005-b265-62a9e8317662,3,7,Skystinger,SKYSTINGER,0.529,0
0433c745-bba7-4005-b265-62a9e8317662,3,7,Germinating Wurm,GERMINATING WURM,0.5589999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,3,7,Thaumaton Torpedo,THAUMATON TORPEDO,0.494,0
0433c745-bba7-4005-b265-62a9e8317662,3,7,Unravel,UNRAVEL,0.551,0
0433c745-bba7-4005-b265-62a9e8317662,3,7,Remnant Elemental,REMNANT ELEMENTAL,0.527,0
0433c745-bba7-4005-b265-62a9e8317662,3,8,Brightspear Zealot,BRIGHTSPEAR ZEALOT,0.5329999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,3,8,Drix Fatemaker,DRIX FATEMAKER,0.5379999999999999,0
0433c745-bba7-4005-b265-62a9e8317662,3,8,Knight Luminary,KNIGHT LUMINARY,0.5760000000000001,0
0433c745-bba7-4005-b265-62a9e8317662,3,8,Frontline War-Rager,FRONTLINE WAR-RAGER,0.5,0
